"","song_id","title","release","artist_name","year"
"100734","SOJHSTZ12A8C13ACDC","Skank And Come In","Chip In","Wayne Jarrett",1982
"145110","SOCBOSF12A58A7B861","Window In The Skies","U218 Singles","U2",2006
"22324","SOABOSI12A8AE4799D","Carry Go Bring Come (Chatty Chatty Mouth)","Reggae Anthology: Music Works Classics","Freddie Mcgregor & Snagga Puss",0
"82617","SOEZRIT12A8C1459D1","The Kiss","Milk","Danny Elfman",2008
"69306","SOCPRLV12AB01894C4","We Got A Vibe","Much Love","Shola Ama",1997
"128969","SOUVJKI12AB0187BCE","Said I Weren't Gonna Tell Nobody (Mono) (2009 Digital Remaster)","Into Our Lives (The EMI Years 1961-1969)","Cliff Bennett & The Rebel Rousers",0
"149695","SOJSBTT12A8C137E00","Human Hands","Dan In Real Life (Original Motion Picture Soundtrack)","Sondre Lerche And The Faces Down Quartet",2006
"155740","SOAYGYZ12A8C144544","Your Own Voice","Pure Blue Sky","FRONT",0
"26457","SOCDAAP12A8C134E86","Hello My Lover","Blue Highway","Angela Strehli",0
"196078","SOEFVDN12AC907563D","I Just Dropped In (To see What Condition My Condition Was In)","Replay: Kenny Rogers","Kenny Rogers",0
"139707","SOEKQDW12AB017AEF8","Everything Is Broken","Red On Blonde","Tim O'brien",0
"110741","SOPBQME12A8C1424C9","Hello Brighton","Sexie","Eddie Izzard",2004
"46655","SOPFPFB12AC468E00D","Cone Of Light","Almighty Defenders","Almighty Defenders",2009
"117068","SOIQYBY12AB01832F8","Gotta Believe","First Love","Buffy",0
"180211","SOQIKVW12A8C133E41","Free The Adequate 7","Last Night In London","Adequate Seven",0
"127865","SOCMWXM12AAF3B1FC5","Brother","33","Red",0
"150790","SOTXHBA12AB018DEA7","one of those nights","one of those nights","Jonathan King",0
"11471","SOUIFOJ12A8C135828","Hurry on Down","One More for My Baby","Joe Williams_ The Thad Jones_ Mel Lewis Orchestra",0
"164118","SOTQYNQ12AB01828CD","Funny Stories","Hannah In The Mansion","Vampire Hands",0
"75389","SONYHNP12A58A7D38B","Feels Like Winter (Album Version)","So Much For Substitutes","Downhere",2003
"48128","SOXHYVL12AB01812B5","Dream Catcher","While The Green Man Sleeps","Phil Thornton",0
"16901","SOJJFMQ12A8C1380BF","Bury Me With It","Good News For People Who Love Bad News","Modest Mouse",2004
"15123","SOLKJYU12AB0185F5D","Luck on Every Finger","Kite Vs. Obelisk","Ral Partha Vogelbacher",0
"11914","SOPTBSB12AC468BB80","i can't get over you","silver monk time","Barbara Manning",0
"27711","SOOMICB12A8AE480A9","Ahead to the sea","Urban Pirate Soundsystem","Ahead to the sea",2005
"43345","SOUMFZV12D021B0E0E","(You'll Have To Swing It) Mr. Paganini","Ella Fitzgerald: Ken Burns's Jazz","Ella Fitzgerald",1999
"70425","SOPDSFL12AB0180314","Destroyer of Thousand Worlds","Engram","Beherit",2009
"181380","SONDPYD12AB0182C3E","Volver","Andando","Diego Torres",0
"30696","SOPOOOB12A8A9D56C8","Misguided Warrior","Spiritual War","Fertile Ground",2001
"13135","SOYIGCM12A8C1436EA","Neklid","Hlavni uzaver splinu","Tomas Klus",2009
"44853","SOOTDMH12A6701E38D","Trouble Nobody","Lonely","Akon",2004
"162815","SOPUGVA12A6D4FA5E6","What Exit","What Exit","Mark Feldman_ John Taylor_ Anders Jormin_ Tom Rainey",0
"68338","SOHOERI12A58A7F1E1","Three Time Loser","Dirty Water: The Very Best Of The Inmates","The Inmates",1979
"128866","SOWXYLO12A8C137C91","Sweet Prospect (Medley)  (Love To Tell The Story Album Version)","Love To Tell Story-25 Hymns","Andy Griffith",0
"50390","SOAOBRA12AB017A7E8","Rasta Man","Rhythm 2 Rhythm - The Best Of...Vol. 7_ 8_ & 9","Everton Blender",0
"176806","SOFFYCM12A6D4FC887","Water","Here Today_ Tomorrow Next Week!","The Sugarcubes",1989
"188386","SOOVNKL12A8C134E2A","My Story","Musical Prostitute","Arkus P.",0
"69294","SOFFRDJ12A8C13859F","8. W.N. (Allegretto)","Elgar: Enigma Variations / Holst:The Planets","London Symphony Orchestra / Pierre Monteux",0
"126990","SOIQWZV12A6D4F7710","La Rebelión De Lilith","Únete Al Escuadrón","Lujuria",2005
"189247","SOCUCXM12AAF3B3B54","Wonderplace","Please Don't Hate Me","Lay Low",2006
"111249","SOPJXDN12AC468B4F6","Love Shuffle","Rode Hard - Put Away Wet","Tattoo Rodeo",1991
"6797","SOCJRVE12A6D4FAE3D","Seitdem Du Mich Liebst","Unwiderstehlich","Lara",0
"149865","SOKMJKS12A8C13272B","Freezing","All Seeing Eye","Klone",0
"9370","SOBGIOU12AB01883B8","Lets Face The Music And Dance","Pick Yourself Up","Fred Astaire",0
"103523","SOZOEWI12AB01857C7","You'll Be Mine","Come Hold Me","The Forester Sisters",1990
"15568","SOBMOPX12AF72A2D98","Briar Patch","Vent","The Horrors",0
"7259","SOCMOCE12A8C13FCF9","Nyah Man Say - Original","Nyahbinghi","Ras Michael",0
"67201","SOKZYCK12A8C1391FD","Home","Legends","Dawn",0
"127573","SOMINWR12AF72AB038","All Along The Water","The Singles Box 1986 - 1995","Duran Duran",1990
"117304","SONGGKR12AB0181448","Serve Chilled","Vertigo / Goodbye Country (Hello Nightclub)","Groove Armada",1999
"102173","SOCLPDY12A81C221E3","Dream Wanderer","Walkabout","David Hudson",1999
"78852","SOWAWKH12A8C14483A","Bikini","Make Me Hard","Tujiko Noriko",2002
"56092","SOBGCWQ12A6D4F8711","Falling","The Name","Caleb Rowden",0
"110104","SOQRLCO12A8C13AE40","Callin' Baton Rouge","Best Of New Grass Revival","New Grass Revival",1989
"60920","SOQDKMA12A8C14049A","Jook Joint Woman","Baton Rouge","Larry Garner",0
"105434","SOCCSEX12AC3DF9F68","Star Wars Main Theme","Top-Notch & First-Rate","Cotton Candy",0
"46666","SOWKDII12A8C13C55E","Simulacrum","Please / Simulacrum","Ikonika",2008
"110621","SOCENTM12A6701C004","Boxcar Blues","Big Bad Love","Kenny Brown",2002
"38938","SOKTWAN12AB017E791","Feel Like I'm Back","Loso's Way","Fabolous",2009
"191148","SOOSKUA12AB0185B35","Love's Enormous Wings","The Sleeper & A Product Of The Ego Drain","The Leisure Society",2009
"66970","SOTYAME12AF72A64C5","Barbarian","Thrill Seeker","August Burns Red",2005
"154391","SOSXUUG12AB0188DE4","Too Much (Never Get Enough)","How About Now","Kenny Loggins",2007
"166798","SODNIRR12AB0188BFD","Sleep","And the Slow Songs About the Dead Calm In Your Arms","Pornopop",2006
"21460","SOQZCDR12AB0187A9F","Pan's Return","Summer Daydreams","Kevin Kern",1998
"112312","SODUAPT12A58A787A7","Destination Bom","Let's Turn On","Doof",1996
"55599","SOMBBSK12AF729E0E0","Looking Back On Today","So Long_ Astoria","The Ataris",2001
"133184","SOISOHG12A58A7A8CA","You Know Me","Sounds Like Love","Johnny Lee",0
"105794","SODOMMS12A8C145555","Blossoms","Expo","Marbles",2005
"138334","SOLJDQF12AB017D5AD","Homburg (Live In Utrecht)","One More Time (Live In Utrecht)","Procol Harum",0
"50004","SOSUIQI12A58A7C09C","Il Giocattolo","Deprimomaggio Deluxe Edition","Frankie HI-NRG MC",0
"165120","SOPWICT12AB018BF75","Turn Around","At The Mall","Baron Zen",2006
"138125","SOTMQNL12A58A7A3E1","Backs To The Wall","Saxon","Saxon",1979
"72504","SOFYPOG12AB017B85C","4","Burningn'n Tree","Squarepusher",1997
"1382","SOXJFDQ12AB018783F","Just One Of Those Things","The Pursuit","Jamie Cullum",0
"144082","SOHSQOF12A58A788FD","Death Of It All","Educated Horses","Rob Zombie",2006
"40508","SOJKEZE12AB0181228","10 Reasons Why Not to Hate Me","Below Zero","Waltari",2009
"135329","SOACHRS12A6701DF2B","Feeling That Feeling Again","The Hardest Part","Allison Moorer",2000
"35242","SOFHDNY12A58A7945B","November Cotton Flower","Sweet Earth Flower - A Tribute to Marion Brown","His Name Is Alive",2007
"128249","SOJUJJT12A8C13F321","The Day Forever Died","Twenty Three Places","Matt Wertz",2003
"145215","SOHHZJH12AC90729C0","Still Cross My Mind","Aden","Aden",1997
"89394","SOYTOEC12A8C136E9F","Spirit Of 77","Killer Blanks","Blanks77",0
"26553","SOFFJQN12A58A7BC24","La Florecita","Indomable","Bronco",0
"21739","SOOTNPK12AB0184E98","Recognize Game","The Black Bossalini (aka Dr. Bomb from Da Bay)","Spice 1 Featuring Too $hort & Ice T",1997
"1564","SODWQAY12A8C1451A6","Hangin' On A String","The Best Of ? & The Mysterians 1966-1967","? & The Mysterians",1967
"33923","SOJSCCV12AB018A115","The Journey (Previously Unreleased)","While You're Down There","Stray Dog",0
"27904","SOUGXGB12A8AE46991","Broken Man","No Parlez","Paul Young",1983
"192772","SOHADPN12AAF3B5BCD","Waiting For What","The Hunt Brings Us Life","Samuel Flynn Scott",2006
"163812","SOCGCNL12A58A78273","Anoche Soñé A Mi Madre","Al Estilo De Mi Tierra","Los Razos featuring Don Chema Ramírez",0
"151900","SOJALOA12A58A7D8CF","Niki Nana (We're One)","Niki Nana","Yanni",1989
"4515","SOSCKPB12AB0188960","Love Man","Horn Culture","Sonny Rollins",1998
"5626","SOSWNEY12A6D4FC3C1","El Sancho","A Toda Maquina","Los Rieleros Del Norte",0
"63865","SOAEQFX12A8C13A83B","You See The Trouble With Me","Gold","Barry White",1976
"32060","SOHQOJR12A8C14438F","Trip Like I Do","Vegas - (10th Anniversary Edition)","The Crystal Method",1997
"16106","SOEJMDR12A58A7E62A","Talk Shows On Mute","Live In Sweden 2004","Incubus",2003
"144270","SOTBAWK12AAF3B2515","(Untitled)","Billy's Vision","McEnroe",2002
"140796","SOYOZEA12AF72A96B2","Cinema Paradiso","When I Fall In Love","Chris Botti",2009
"19824","SORIGEZ12A8C1347F0","If This Ain't Love","Faithfully","Jenniffer Kae",2008
"38500","SOOPRWU12A6D4FD522","Drop Down Mama","Big Joe Williams And The Stars Of Mississippi Blues","Big Joe Williams",0
"83525","SOVGMMU12A8C146153","Nasty Bitches","Original Gangster","Lil Boo-Boo_ Travieso_ Lil Vala_ Risky_ Loko",0
"103436","SOYYDIM12A81C22141","Brimful Of Asha (Album Version)","Hi-Five: Modern Rock Blender","Cornershop",1997
"65148","SOGMJXA12A8C13EFCB","Not Nothing","Secret Weapon","MxPx",2007
"80854","SODARJC12A6D4FB05C","Sleigh Ride","Vintage Christmas Tree","Leroy Anderson",1964
"169889","SOYYTYZ12AC468D17D","Suck Acid (Ubik Version)","Transmission","Voyager",0
"9512","SOBWALX12AB018EB99","Het Is Weer Voorbij Die Mooie Zomer (3:42)","And're André 1 - 50 Onvergetelijke Liedjes","André van Duin",0
"84695","SOZFYVU12AB017FBD2","Blue Water","Henrik Schwarz_ Ame & Dixon present: Grandfather Paradox","Matematics",1997
"175641","SOVTPSP12A58A7731C","Hillbilly Girl With The Blues","Greatest Hits","Lacy J. Dalton",1988
"58382","SOJOPTN12A8C135C90","Tempero Do Prazer","Brasilatinidade","Martinho Da Vila",2005
"83813","SOACJZU12AB017F76E","Hard Like It's A Pose","Death Funk","Alec Empire",1996
"188441","SOCGZWQ12AB017CA5D","Improvisation 102a","Protocol","Henry Kaiser",0
"12734","SODBVUW12A8AE472FF","Kdyz Nemuzu Spat","Spousta Andelu","Aneta Langerova",0
"138618","SOCPOQG12B35049706","My Baby Thinks She's A Train","Back To The Future Now Live At Arizona Charlie'S Las Vegas","Asleep At The Wheel",2000
"127788","SOAWFTF12AB0180508","Foreign Beach","Stones","Not Your Average Hippy",0
"61506","SOXYLIK12A8C137640","Fade","Fade","Bonehead",0
"118332","SOEBMRN12B35058985","Future Reflections","Oracular Spectacular","MGMT",2007
"87991","SOKOMQH12AB0181EB4","Twenty-Seven","Double Plaidinum","Lagwagon",1997
"97882","SOFSPSG12A6D4F4FBC","Mente Ao Meu Coracao","Interprete","Paulinho Da Viola",0
"8566","SOEGXYE12AF729D9FF","Come On","The Rolling Stones Singles Collection: The London Years","The Rolling Stones",1963
"88985","SOTXCSF12AB017FF97","Don't Say No","Hungry","XYZ",0
"83942","SOEINAY12AB0186B88","pearly gate","Alter Ego Riddim","Bugle",0
"114692","SOQWYBV12AB017E7AE","Fotos","Manual De Buenas Costumbres","Luz Verde",0
"155034","SOJAMWH12A6D4F7423","Xindzavane","Vana-Va-Ndota","Ghorwane",0
"88556","SOLCRYH12AB0183342","The Restless Age","The Outsider","Walter Trout",2008
"81362","SOJOUNE12A6D4F9B5A","Being It","High Five","Halfway to Gone",2001
"60440","SOUBNNS12A8C142128","The Next Messiah","Acid Tongue","Jenny Lewis",2008
"37959","SOCEMCJ12AB0180AD6","Purple Blue","The Gurus","The Gurus",0
"33034","SOLTAEJ12A8C13F793","What If I Do?","In Your Honor","Foo Fighters",2005
"8484","SOKQIXV12AC3DF5AAB","The Hunt","Dead To You","The Year of Our Lord",2002
"51191","SOZIMZG12A6D4F9F6C","Feelin' Alright (LP Version)","Feelin' Alright","Mongo Santamaria",1970
"138704","SOIKQMS12A58A7D345","Undying Love","All On A Rising Day","Peter Rowan",1991
"135483","SOMZZIY12A8C13F243","Ich bin ich (Wir sind wir)","Ich bin ich (Wir sind wir)","Rosenstolz",2006
"136453","SORZWIR12A81C209DD","More Than I Can Say (Digitally Remastered 89)","The Very Best Of Bobby Vee","Bobby Vee",1999
"177764","SOFGZES12A8C13D817","Capo","Jaguar","The Sweetest Ache",1992
"66719","SOGGIGE12A8C13F1D0","Rap Das Armas Lucana Club Mix Radio Edit","Ahora 010","Cidinho",0
"190649","SOWOAIZ12A8C1324B0","Konono","Are You Nuts?","The Pig",0
"62528","SOIHPFY12A6D4F7BFD","I'll Take Good Care Of You","The Best Of Barnet Mimms: Cry Baby","Garnet Mimms And The Enchanters",0
"47085","SOZCWXU12AB01899B1","Different Day","What Is Left Is Right","Big Fat Snake",0
"65700","SOITRIM12A8C136292","Catch me","Later Tonight V 2.0","Babylonia",0
"196024","SOGOSIO12A8C134711","From far away","Destroy","Ektomorf",2004
"189996","SORPDQP12A8C13FD30","Black Wind_ Fire And Steel","Shake Your Swollen Booty","Venerea",2001
"58081","SOCNBEB12AAFF43930","Sealed With A Kiss","Put a Little Salsa in Your Life","David Cedeño",0
"148923","SOJLKVG12AB0185BF2","Vuelve","Nuevas Ilusiones","Parrita",0
"51834","SOZUFMU12A8C13DE24","Tutti i cani del Supa feat. Rido","No delay","Supa",0
"104483","SOKKRVK12A67ADBA7D","Middle","La Chanson De Roland","Nova Nova",1999
"78138","SOSCQCE12A8C132E6B","Sometimes In Winter","Blood_ Sweat & Tears","Blood_ Sweat & Tears",1969
"2581","SOGWZNE12A81C20493","High (Previously Unissued)","Tormato [Expanded]","Yes",0
"69918","SOIHROF12A8C136325","Wait","Please Turn the Gas Back On","Two Cow Garage",0
"84959","SOZFDOE12AB017FC4B","Há mil tons","Diz que fui por aí","Gabriel Grossi",0
"75326","SOBLKGC12A8C135ED6","Bad Luck","Philly Super Soul Hits","Harold Melvin & The Blue Notes",1975
"190653","SODZVXE12A8C140F70","Maria Betânia","Viola Nordestina","Heraldo Do Monte",2000
"65784","SOTIATP12AC46891CC","Intro: Dwayne Gill Live In Lansing","Inappropriately Funny","Dwayne Gill",0
"185532","SOQAKMT12A8C137BEF","Flowers On The Wall","Boots","Nancy Sinatra",1966
"182976","SORDNMA12AB017CCE3","Je Me Barre","Entre Ciment Et Belle Etoile","Keny Arkana",2006
"173159","SOFYOSI12AB0180570","Reconsider Baby","Sweet Home Chicago (Paris 1975) (Blues Reference)","Lonnie Brooks",1992
"104970","SOLDFPN12AB0181CCB","Death Squad","Ignorance & Surf Nicaragua","Sacred Reich",1987
"152549","SOJPDDC12A81C20A63","A toro pasao","25 años de Rock & Roll","Seguridad Social",0
"174759","SORPHQD12A8C13FD3C","Road To Never","Losing Weight Gaining Ground","Venerea",2001
"143011","SOGKPCB12AB017A9B2","Mr. Ezway","Life and Perspectives of a Genuine Crossover / Tokyo Live 1992","Urban Dance Squad",1991
"108426","SOEGJPX12AB0184BB3","Empty Spaces","One-Way Mirror","One-Way Mirror",2008
"90128","SOJSVIW12AB0183ED8","Latin Horns","Latin Vibes: Club Selection (Part 1)","Mettle Music",2003
"112673","SOUXDFQ12A6D4FBAFB","Victory (Hell Is For Wimps Album Version)","Hell Is For Wimps","Newsboys",1990
"146918","SOYENJR12A58A77E8C","Blue Universe","Once in a Blue Universe","Craig Chaquico",0
"123167","SOPPPVV12A8C13C7EB","(If Paradise Is) Half As Nice","If Paradise Was Half As Nice - The Immediate Anthology","Amen Corner",0
"162898","SOAOUQF12A8C13377D","Cash Waltz","Mirage","Mirage",0
"75266","SOHUQCQ12A8C1397D0","Skal Vi Klippe Vores Julehjerter Sammen","Ole Erlings Bedste Hammond Jul","Ole Erling",0
"154440","SOTAREN12A8C13CAFD","Commercial #2","Return of the #1 Suspect","Gangsta Pat",0
"33061","SOLDHQD12A58A79B0C","End Of The Street","Octopus","The Bees",2007
"53331","SOIEZTX12AB0181906","All I Ever Wanted (Album)","Black Roses","Painkiller Hotel",2007
"9808","SOLKQSX12A81C22C26","El Gauchito","Corsario Negro","Los Natas",2002
"7917","SOQKSZE12A8C13DC20","Solar Flare","Don't Tread On Me","311",2005
"42357","SODPCHW12A6D4FCC14","Blooming Roses","Blooming Roses","Doug Hoekstra",0
"146697","SOAFGXR12AB018BCFC","Sid/All Bound Up","Face Down Ass Up","Andrew Dice Clay",0
"54734","SOCRUNW12A8C13D226","Red Clay","Pimpoint","SOIL & ""PIMP"" SESSIONS",0
"84641","SOBICXT12AB017E1EF","Surrender","Surrender (Premiere Performance Plus Track)","Jeremy Camp",2008
"19300","SOBIMUN12A6D4F5BAB","It's Only Make Believe","Billy Fury - His Wondrous Story - The Complete Collection","Billy Fury",1990
"192014","SOHSTEJ12AB018DA35","Lakanapellot","Kirkkaimmat tähdet 2004-2010","Jani Wickholm",0
"19195","SOZUWHO12AB0180D8A","Soy Guajiro","10 De Colección","Willy Chirino",2005
"55307","SOUQAPE12AB0185CC5","Your Smile","Sexy Lounge","Sunburn In Cyprus",2007
"7447","SOUNIAV12AB01814E2","The Winner","Dootone Doo Wop Vol 1","The Cuff Links",1996
"82235","SOEPRLQ12A6701F3F0","Gettin' Ready For Your Love","Stay In Love/Minnie","Minnie Riperton",2001
"11947","SOTMBCQ12AB0187E04","Life is a wave on the ocean of love","The phuture that never happened","Mental Overdrive",0
"167156","SODHPOW12A58A7C9CC","Extasy","Extasy","Prince Po",0
"32579","SOMDOAC12A6D4F9363","El Diablo Anda Suelto","Fan Fatal - Edición Para Coleccionistas","Alaska Y Dinarama",1989
"125064","SODELJO12AAF3B4FA6","Days","Subcon","Jute Gyte",0
"6132","SOVZCIY12A8C1397FB","Take This Sound (Out Of My Head)","Take This Sound (Out Of My Head)","Beam Vs. Cyrus",0
"195905","SOEZKWJ12A5891F6AF","Light","Two Point Discrimination","Goldmund",2007
"247","SOFQWCL12A6BD55659","Maia Sterling","ROBOTECH: The Shadow Chronicles","Scott Glasgow",2007
"32987","SOEIZQI12A6701F7E2","Ich hab' geträumt von Dir","Die Platte Des Himmlischen Friedens","Fehlfarben",1991
"184974","SOYZPSO12AAF3B5529","16","Fabulous Shit","Third Eye Foundation",0
"75081","SOEOCEO12A8C13C4C1","Human Thing","Indoor Picnic Music_ Vol. 2","The Be Good Tanyas",2006
"149234","SOHCQTJ12A58A7AC58","Automatic","Platinum & Gold Collection","The Pointer Sisters",1984
"88437","SOONWSO12A8C13EB72","Hooked","Private Room","Avant",2003
"123827","SOHSCGM12AB017FE31","Lost In a World","Oceana_ I Will Return","The Year Zero",2006
"139499","SOAMTZL12AB018D415","Round The Corner (Demo Version)","Medical History","London Elektricity",2006
"165373","SOQJEFP12AB01877F0","Rivals","Rivals","Theoretical Girl",2008
"192762","SOGFBKV12AB0187865","Re-ignite","Moment Returns","Triosk",2004
"46499","SOFWDEZ12A58A7C63F","Stormy Weather (Album Version)","Rhino Hi-Five: Joe Sample","Joe Sample",0
"167856","SOBNQGP12AB0180F4A","A Woman Like You","The Black Swan","Bert Jansch",1969
"54619","SOYPOAQ12A8C139582","Rozvod","Za Fúzy Ma Potahaj","Zva 12-28 Band",0
"153649","SODUPPK12AB0189CB8","Virginia State Epileptic Colony","Journal For Plague Lovers Remixes","Manic Street Preachers",2009
"80366","SOZFQTY12AAFF44BDE","Baby's Chest","Songs","Admiral Freebee",2005
"41134","SOLGGWI12A8C13F0A5","Alpha One Three","Alpha One Three","Jah Wobble",2006
"97334","SOENHLX12A58A7B228","Honeysuckle Rose","Charlie Christian With The Goodman Sextet: The Radio Broadcasts 1939 - 1941","Charlie Christian",1990
"131321","SOVTQYQ12AB018E30C","Photograph","Urban Renewal Program - Supplement 1.5","Caural",2003
"171121","SOENVYI12AB0183815","I've Found Someone On My Own","The Lord Knows I'm Drinking","Cal Smith",0
"111629","SOKSKQR12AC960D9AE","Bruise Vienna_ Pt. 1","Under Gail Succubus","Severed Heads",2006
"48443","SOYBVXI12A8AE48500","Home 0207 (Original Mix)","Home 0207","Plastic Operator",0
"32203","SOQWQZX12A6D4F8229","Listen On","Listen On - The Best Of The Railway Children","The Railway Children",1987
"165609","SOBTRYK12A58A79DD3","A Raga Called Pat","The Voice Of The Turtle","John Fahey",1968
"45065","SORLMSD12AB017DF3B","Hurra_ hurra die Schule brennt","Gold","Extrabreit",0
"156135","SOEVNKY12AB0186E7B","Texas Rhythm Club","Texas Rhythm Club","Joe McBride",0
"108378","SOTBYJE12A6D4F7E33","Dio È Morto (Anfiteatro Live)","Anfiteatro Live","Francesco Guccini",0
"20511","SOJYOEO12AB0187811","Baby's At The Door","Pink World","Planet P Project",1984
"62062","SOTGONT12AB0180468","Circles","Bridges","Hans Theessink",0
"49437","SOELDFH12A6D4FB308","You Are My Music","Sushi 4004","Hi-Posi",1997
"97602","SOOZEPD12A8C145135","Show Seventeen with Henry Eagle & Hettie Klein","Best Of The Radio Shows","Groucho Marx",0
"150069","SOYTOLN12AB0183AEB","Marvelous Light","Life Light Up","Christy Nockels",2009
"185864","SONPFEM12A8C1363F7","The Motorcycle Song","Low Edges","Richard Hawley",2003
"2446","SOWTLXC12A8C13803B","Good love","Future Music","Daru & Reggie B.",0
"74607","SOIKWKZ12AB0184B88","Eliminate","Cut Into Me","Krum Bums",0
"20129","SONSVHE12AB0188665","Get On Up","Summer! Soul! Sale!","The Esquires",0
"49733","SOCGQHX12AB018063D","Girl's Club","Uncle Eye & The Strange Change Machine","Uncle Eye & The Strange Change Machine",0
"11857","SOHBLTD12AF72A303B","Gonna Have A Party","Collections","Alabama",1982
"129955","SOVVPKL12AB0184E54","You're a Big Girl Now","Austin Skyline","Jimmy LaFave",0
"72087","SOPGIXU12AB0188357","I'm Alive","Live In Europe","Uriah Heep",1978
"116731","SOUMVYT12AB01852DE","Room 559 (Skit)","The Fruit Of His Own Thinking","Shake Da Mayor",0
"13009","SOMPSWO12AB017DC64","Something Quite Triffling","Into The Cauldron","Mike Marshall & Chris Thile",2003
"166374","SOIJOVU12A6701E8C3","Un Sorriso E Poi Perdonami","Le Più Belle Canzoni","Marcella Bella",0
"187484","SOSJFDH12A8C143096","Hide & Seek","Tiësto - In Search Of Sunrise 6 - Ibiza","Imogen Heap",2009
"150255","SOAAIFW12AB018CC25","At Sea","All Swell","Jess Morgan",0
"63255","SOEXWRK12AAF3B26AE","Banana Republic","The Very Best Of","The Boomtown Rats",1980
"33984","SOFFQEI12AB0183853","Joe Turner","The Complete Plantation Recordings","Muddy Waters / Son Simms Four",1966
"44893","SOKYCDL12AC468D6AE","Hold On I'm Coming","Soul Explosion","Soloman Burke",0
"190234","SOSFJUC12A81C20163","Blame It On Fate","Trying To Recall","Marie Lindberg",2007
"96533","SOHVZBS12AB018B15A","Barsalona rmx2009","Glamour almo·gabber","Herois de la Katalunya Interior",0
"23547","SOTUJUC12A58A7AFE2","Temporary  (Transparent Album Version)","Transparent","Hangnail",0
"67429","SOIGZRI12A6D4F90DD","What Difference Does It  Make","We are Poets","Poets",0
"155471","SODTAXN12AC46876B6","La meilleure chose à faire","La vie comme ça","Swing",0
"121745","SOINSZK12AB018A488","Duck The Mechwarrior","Towards The One (Mixed By GOA GIL)","Fungus Funk",0
"120835","SOFXUQX12AC4689B49","On The Shore","Clean Sunset","Shout Wellington Air Force",0
"3828","SOBXVHV12A58A7C0AB","Frozen Blood (live) (Live)","Frozen Blood","Crispy Ambulance",0
"141786","SOHRDAT12AC468958C","Tomorrow's Too Far","Tired","Pridebowl",0
"17882","SOHRNSK12A8C142F14","Sleeper","Yeah Ghost","Zero 7",2009
"134167","SOFZOTW12AB01825FE","Hiroshima (Un Grito Que No Termina)","Vinyl Replica:  Noche Y Día","Raul Porchetto",0
"112238","SOXOVQY12AC3DF6B44","Solitude","Global Spirit","Karunesh",2000
"28683","SODQZHE12A6D4F6F63","Crying In The Rain  (LP Version)","Speeding Time","Carole King",1983
"98614","SOKBRAQ12A6D4F8FEC","Stripper Vicar","Legacy: The Best Of Mansun","Mansun",1996
"99191","SOHQOTS12AF72A766A","Forgot I Was Alive","Live at Austin City Limits Music Festival 2007: Dax Riggs","Dax Riggs",2007
"11437","SOIMAQM12A67020B32","Little Red Rooster","A Very Special Christmas 5","Tom Petty And The Heartbreakers",2001
"105963","SOOJBRC12AC468E19C","The rock","Eastern wind","Lot Lorien",2002
"124755","SOQUWFE12A58A7FD03","The Other Side","My Own Best Enemy","Richard Marx",2004
"157150","SOTICAB12A58A7980A","Abacaxi Fever","Interphase","Sesto Sento",0
"95736","SOJNSRU12A58A7DE02","Backwater Dub","Coup d'Yah","Sub Swara",2008
"127855","SOXCEYD12AB0186722","Marvelous","Modern Heart Exhibit","Ill Harmonics",0
"90492","SOGJWEA12A6D4F9B41","Somos Luz","Ingravitto","Macaco",2006
"87973","SONAJJH12A8C136790","Abandon All","Starlight Wishlist","glisten",1999
"171784","SOZVPDB12A58A791A2","The After Hours","Roxbury Rituals","Backdraft",0
"10723","SOBSYTG12AB01824FD","This Is How It Should Feel","West Of Westchester","Dotsero",0
"157863","SOJDLPE12A8C139EFF","Hard To Find a Woman","Every Shade of Blue","Roy Roberts",1997
"34924","SORJAPQ12AB017BF55","La Carretera","Escapadas","Antonio Vega",2003
"119991","SOPLFFR12A8C13338C","I Live For You","Secada","Jon Secada",1997
"37323","SOVUZPR12A8AE47BC8","So far too long&","Hate.Malice.Revenge","ALL SHALL PERISH",0
"195969","SOVUHOO12AAF3B5C8C","Changing the Way","Beyond the Horizon","Hilary Stagg",1988
"30105","SOWQPCT12A8C143A75","Nowadays/Hot Honey Rag","Chicago - Music From The Miramax Motion Picture","Renée Zellweger;Catherine Zeta-Jones;Taye Diggs",0
"516","SOHYPMX12A8C13D86D","Uncle Darrow's","Philly Style","Jeff Lorber",2003
"120867","SOMMYWC12A8C143F69","Between Us","Between Us","Smart Apes",0
"40209","SOWOXEM12AB018D1AA","Bondfångeri","Bondfångeri","Promoe",0
"91753","SOTYIHF12A6702020C","With A Little Help From My Friends","The Motown Anthology","Chris Clark",0
"85253","SOLBMHU12AB017CA14","La Luna","The Promise","Il Divo",2008
"31743","SOIXWHH12A8151CB1D","In the Morning","In The Morning","Junior Boys",2006
"6275","SOTOUSZ12AF729E225","Latin Simone (Que Pasa Contigo)","Gorillaz","Gorillaz",2001
"125325","SORJSLL12A6D4F954A","Some Of Your Lovin' (Album Version)","Sing Everything Under The Sun","Paris Sisters",0
"108458","SOEUKBU12A8AE47B32","Leather Made Shoes","Diamond Heart / Leather Made Shoes","Marissa Nadler",2006
"57692","SODYWWK12AB017EA44","I Need Some Money I Want Some Money","Resurrection","Swamp Dogg",0
"182065","SOWKSBL12A8C14320C","We Were Born","Wrecked Angles","An Emergency",0
